canonical_id,identity_persona,status,model_reasoning,session_id,tmux_pid,worktree,branch_at_head,upstream_state,mailbox,first_seen_utc,last_seen_utc,nonce_status,result_state,gate_state,mutation_state,patch_identity,current_base_relevance,evidence_sources,confidence,cleanup_authority,open_gaps
mailbox-063,Conor / Codex adversarial desk,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox;/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T11:16:16Z,2026-08-26T11:23:11Z,one-way/partial,completed-reported,reported-count=4,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-064,Ellen Ripley / Evidence Prosecutor,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T21:35:35Z,2026-08-26T21:45:10Z,one-way/partial,reported-running,reported-count=4,reported-count=2,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-065,Furiosa-Luna-Adoption,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-26T18:51:53Z,2026-08-26T18:58:00Z,one-way/partial,completed-reported,reported-count=4,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-066,Furiosa-Luna-Mutation,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-26T18:51:49Z,2026-08-26T19:05:40Z,one-way/partial,completed-reported,reported-count=4,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-067,Han / Mechanism Raider,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-ozzy-pressure-20260827/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-27T04:38:48Z,2026-08-27T04:39:09Z,one-way/partial,completed-reported,reported-count=4,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-068,Lisbeth Salander / T53 rival-points spy,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-furiosa-t53-rival-points-spy/.agent-mailbox,2026-08-27T04:09:01Z,2026-08-27T04:27:19Z,one-way/partial,historical,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-069,Margaret Hamilton (Luna-medium),completed,Luna-medium,,pane PID 63452; Codex child 63526,/Users/jay-m4/code/rawclaw-furiosa-t56-harness-cursor-audit,worker/furiosa-t56-harness-cursor-audit-20260827@020b1eb39cfbde1f78bcf08f936c6e4b998993f4,own-upstream 0/0 clean,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-27T04:36:54Z,2026-08-27T04:40:24Z,two-way evidenced,completed; high-severity cursor-integrity finding,bash -n helper and supervisor scripts PASS,future explicit cursor poison independently reproduced; helper fix not implemented,not applicable; report-only commit 020b1eb,UNCERTAIN,mailbox; live snapshot; direct commit 020b1eb; TICK56_HARNESS_CURSOR_INTEGRITY_AUDIT.md SHA 6165357c229432a6830836d35a8c8eec426af0fb7845f342b7bbf5cd48c6352e; mailbox exact identity join,high,UNCERTAIN,Clean empty mailbox nounset crash and older-target regression observed; executable helper fix neither implemented nor authorized.
mailbox-070,Max Rockatansky,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-furiosa-t52-composite-claim-spy/.agent-mailbox,2026-08-27T04:10:29Z,2026-08-27T04:19:23Z,one-way/partial,historical,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-071,Norm / PR35 hostile audit,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-luna-conor-pr35-containers/.agent-mailbox;/Users/jay-m4/code/rawclaw-luna-conor-pr35-resolve/.agent-mailbox;/Users/jay-m4/code/rawclaw-luna-conor-pr35/.agent-mailbox;/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T12:31:02Z,2026-08-26T12:31:02Z,one-way/partial,completed-reported,reported-count=4,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-072,Norm / stable-patch referee,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-conor-ozzy-range-shrink/.agent-mailbox;/Users/jay-m4/code/rawclaw-lenny-raid-hooks/.agent-mailbox;/Users/jay-m4/code/rawclaw-lenny-raid-locate/.agent-mailbox;/Users/jay-m4/code/rawclaw-ozzy-harvest/.agent-mailbox,2026-08-26T12:37:48Z,2026-08-26T12:37:48Z,absent,historical,reported-count=3,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-073,Ozzy / Codex harvest and hostile-review desk,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T11:42:01Z,2026-08-26T11:53:01Z,one-way/partial,historical,reported-count=4,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-074,Ozzy / instant-path insurgent,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T18:58:25Z,2026-08-26T19:03:09Z,one-way/partial,completed-reported,reported-count=4,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-075,Ozzy / surviving supervisor,completed,UNCERTAIN,01a03ef6-2073-7270-bcc9-ac4916c4415c,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T18:40:24Z,2026-08-26T18:48:14Z,absent,completed-reported,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-076,Ozzy/Codex release desk,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-27T03:46:09Z,2026-08-27T03:49:39Z,one-way/partial,historical,reported-count=4,reported-count=2,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-077,Prince of Darkness (Codex RawClaw supervisor),completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T07:25:49Z,2026-08-26T07:28:52Z,one-way/partial,completed-reported,reported-count=4,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-078,worker:rawclaw-han-luna-ozzy-harvest,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T18:45:30Z,2026-08-26T18:54:10Z,absent,completed-reported,reported-count=4,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-079,worker:rawclaw-lenny-skill-architecture,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T09:28:55Z,2026-08-26T10:45:30Z,one-way/partial,historical,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-080,worker:rawclaw-luna-conor-31test,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T08:22:14Z,2026-08-26T08:36:13Z,one-way/partial,historical,reported-count=4,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-081,Furiosa-Luna-Cumulative-Prior-Art-Builder,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-26T19:45:25Z,2026-08-26T19:50:29Z,one-way/partial,historical,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-082,Furiosa-Luna-Identity,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-26T18:51:14Z,2026-08-26T19:00:11Z,one-way/partial,completed-reported,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-083,Han Luna mailbox-clock-hardening,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T19:47:12Z,2026-08-26T19:48:55Z,one-way/partial,historical,not evidenced,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-084,Jay-directed lifecycle rule,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-ozzy-pressure-20260827/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-27T04:25:21Z,2026-08-27T04:25:21Z,absent,reported-running,reported-count=3,reported-count=3,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-085,Jay-directed verification rule,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-ozzy-pressure-20260827/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-27T04:30:21Z,2026-08-27T04:30:21Z,absent,reported-running,reported-count=3,reported-count=3,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-086,Norm / Codex correction desk,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox;/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T10:50:14Z,2026-08-26T11:05:43Z,one-way/partial,historical,reported-count=3,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-087,Norm / hostile successor audit,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-ozzy-flash-cleanup/.agent-mailbox;/Users/jay-m4/code/rawclaw-ozzy-flash-integration/.agent-mailbox;/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T12:24:32Z,2026-08-26T12:24:32Z,one-way/partial,completed-reported,reported-count=3,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-088,Norm / scoped catalog reproduction desk,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-ozzy-flash-catalog/.agent-mailbox;/Users/jay-m4/code/rawclaw-ozzy-prior-art/.agent-mailbox;/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T12:56:01Z,2026-08-26T12:56:01Z,one-way/partial,completed-reported,reported-count=3,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-089,Ozzy Harvest Marshal,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T10:35:27Z,2026-08-26T10:48:30Z,one-way/partial,completed-reported,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-090,Ozzy cleanup desk,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T21:04:07Z,2026-08-26T21:06:36Z,one-way/partial,completed-reported,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-091,Ozzy evidence desk — public record,ambiguous,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-ozzy-pressure-20260827/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-27T04:21:39Z,2026-08-27T04:21:39Z,absent,ambiguous,reported-count=3,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,low,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-092,Ozzy integration supervisor,ambiguous,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-ozzy-luna-nofold-a-20260827/.agent-mailbox;/Users/jay-m4/code/rawclaw-ozzy-luna-nofold-b-20260827/.agent-mailbox,2026-08-26T22:14:54Z,2026-08-26T22:23:17Z,absent,ambiguous,reported-count=3,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,low,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-093,Ozzy supervisor,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox,2026-08-26T22:05:19Z,2026-08-26T22:05:19Z,one-way/partial,reported-running,reported-count=3,reported-count=1,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-094,worker:rawclaw-furiosa-rescue-overlay,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-26T19:14:59Z,2026-08-26T19:19:54Z,one-way/partial,historical,reported-count=3,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-095,worker:rawclaw-han-luna-prior-art,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T18:42:54Z,2026-08-26T18:44:26Z,one-way/partial,completed-reported,reported-count=3,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-096,worker:rawclaw-luna-conor-pr35,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T08:23:24Z,2026-08-26T08:34:01Z,one-way/partial,historical,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-097,worker:rawclaw-luna-conor-pr35-containers,ambiguous,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T08:21:12Z,2026-08-26T08:34:45Z,absent,ambiguous,reported-count=3,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,low,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-098,worker:rawclaw-luna-conor-pr35-resolve,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T08:19:58Z,2026-08-26T08:32:49Z,one-way/partial,historical,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-099,Conor / Codex hostile evidence desk,ambiguous,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox;/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T11:38:23Z,2026-08-26T11:38:23Z,absent,ambiguous,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,low,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-100,Furiosa score referee,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T22:56:08Z,2026-08-26T22:58:20Z,absent,reported-running,reported-count=2,reported-count=2,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-101,Grace Hopper / Luna-medium,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-furiosa-t53-current-base-cancel/.agent-mailbox,2026-08-27T04:10:40Z,2026-08-27T04:13:50Z,one-way/partial,historical,not evidenced,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-102,Han Luna Harness Auditor,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T18:40:17Z,2026-08-26T18:45:55Z,one-way/partial,completed-reported,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-103,Han Solo Tick-7 prior-art,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T20:18:56Z,2026-08-26T20:22:25Z,absent,completed-reported,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-104,Han mailbox-boundary attacker,completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T20:09:08Z,2026-08-26T20:09:32Z,one-way/partial,completed-reported,reported-count=1,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-105,Imperator Furiosa prior-art verifier,reported-running,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-han-b/.agent-mailbox,2026-08-26T20:25:47Z,2026-08-26T20:26:17Z,one-way/partial,reported-running,reported-count=2,reported-count=2,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,medium,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-106,Imperator Furiosa relaying Ozzy hostile finding,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-furiosa-t52-composite-claim-spy/.agent-mailbox;/Users/jay-m4/code/rawclaw-furiosa-t53-current-base-cancel/.agent-mailbox,2026-08-27T04:13:19Z,2026-08-27T04:13:19Z,one-way/partial,historical,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-107,Jay (via cleanup pass),confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox;/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox,2026-08-26T21:31:18Z,2026-08-26T21:31:18Z,absent,historical,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-108,Kierkegaard (Luna Medium),completed,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-supervisor-furiosa-a/.agent-mailbox,2026-08-26T21:21:11Z,2026-08-26T21:22:58Z,absent,completed-reported,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-109,Lenny Bruce / Codex takeover,confirmed historical,UNCERTAIN,e1f88196-9c27-443e-821e-124a551dfa2d,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec/.agent-mailbox;/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T07:46:49Z,2026-08-26T07:46:49Z,absent,historical,not evidenced,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
mailbox-110,Norm / Codex deletion desk,confirmed historical,UNCERTAIN,,"","","",UNCERTAIN,/Users/jay-m4/code/rawclaw/.agent-mailbox,2026-08-26T09:41:00Z,2026-08-26T09:42:20Z,one-way/partial,historical,reported-count=2,not evidenced,reported SHA-like refs,UNCERTAIN,mailbox snapshot 2cfd07e3b27d0f0ff041e9f82db1c16ad2fc9a58,high,UNCERTAIN,No exact live process/CWD/branch join in accepted live snapshot; identity remains distinct from aliases and Git artifacts.
