kind,absolute_worktree,branch,head,upstream,ahead_behind,dirty_state,last_author,last_time,last_subject,persona_inference,mailbox_presence,result_report_files,merge_base_to_current_base,current_base_relevance
attached-worktree,/Users/jay-m4/code/rawclaw-wt-heal,fix/heal-immortal,d31e6e98ba706080b22f237a5c15bf3e046a8a32,UNCERTAIN,538/264 vs base,clean,MoonCaves,2026-08-25T19:33:41+08:00,index: abort consolidation when upgrade heal fails,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-index-status,fix/index-status,b509f389502ba64fae15d3d8b90c253fa2654cbb,UNCERTAIN,538/210 vs base,clean,MoonCaves,2026-08-25T18:20:42+08:00,index: add IndexStatusUnknown at iota 0 to prevent uninitialized fresh status,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-instant-closeout-spec,codex/tag-closeout-instant-spec-20260826,ead38b9ffb127c9fb7194c4763d0210788312e27,origin/codex/tag-closeout-instant-spec-20260826,0/0,clean,MoonCaves,2026-08-26T14:58:35+08:00,docs: specify instant durable tag closeout,codex,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,86c5ce06b789e9e287154ba25acc699d04ff2c7b,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-integrate,integrate/review-findings,c93bd7fcee00b8be5ce7e6c9c40987413d0f6a0b,UNCERTAIN,538/164 vs base,clean,MoonCaves,2026-08-25T16:04:32+08:00,Merge branch 'fix/goose-livefire' into integrate/review-findings,integrate,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-integrate-rf,integrate/rf-wave,28b62fd93ce4a770ff8f58de46fb50b8b5e493ee,origin/integrate/rf-wave,0/0,clean,MoonCaves,2026-08-26T03:25:24+08:00,archive: stamp tag-ingest unconditionally again (round-2 catch),integrate,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,28b62fd93ce4a770ff8f58de46fb50b8b5e493ee,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-invest,invest/provenance,60ad4584a24c71734cc5b19152475385a65edeec,origin/main,158/0,clean,MoonCaves,2026-08-25T22:48:18+08:00,docs(notes): investigation of the session_sources identity-format debt,invest,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,60ad4584a24c71734cc5b19152475385a65edeec,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-librarian,fix/rebuild-atomic,60ad4584a24c71734cc5b19152475385a65edeec,origin/main,158/0,clean,MoonCaves,2026-08-25T22:48:18+08:00,docs(notes): investigation of the session_sources identity-format debt,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,60ad4584a24c71734cc5b19152475385a65edeec,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-lintcfg,chore/golangci-config,c94a6324732b6e9ac1ca5c4dd083220252d960e1,UNCERTAIN,194/0 vs base,clean,MoonCaves,2026-08-26T01:31:22+08:00,"chore(lint): enable dupl, gocritic, and modernize with 2026-08-26 baseline report",chore,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,c94a6324732b6e9ac1ca5c4dd083220252d960e1,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-adv2,fix/luna-adv2,e78ca10bd60d9864f4034a23d7166bd2ad51b631,origin/fix/luna-adv2,247/264,clean,MoonCaves,2026-08-25T19:05:19+08:00,fix(consolidated): remove sessions deleted from sources,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-adv4,fix/luna-adv4,6d246026d6066968c2bbe68dd02556302f7569af,UNCERTAIN,538/246 vs base,clean,MoonCaves,2026-08-25T19:04:47+08:00,store: align RoutineSet error handling,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-advfix,fix/luna-advfix,27f890ed364b86d67e4a22c37f02e4767fe16f85,UNCERTAIN,538/280 vs base,clean,MoonCaves,2026-08-25T20:11:07+08:00,test(consolidated): expect path source identity,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-count-scan,luna/count-scan-20260826,35a970184d25f58594c507b95f820fea10b27f2b,origin/luna/count-scan-20260826,0/0,clean,MoonCaves,2026-08-26T15:43:25+08:00,"Revert ""perf(index): count consolidated rows through covering indexes""",luna,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,a4e1a67aba368283548a9078f86def813b5c9542,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-dormant,fix/luna-dormant,c347640ddf4263f244e97fcabe2b7cb1c6f36c2e,UNCERTAIN,538/279 vs base,clean,MoonCaves,2026-08-25T20:00:43+08:00,Make consolidated source folds atomic,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-dumpfirst,feat/dump-before-fold-luna,f3d03b0bf1a3908d9d97421e5ab95233cdf34d9b,UNCERTAIN,69/1 vs base,clean,MoonCaves,2026-08-26T04:38:35+08:00,wip(race): Luna dump-before-fold implementation — lost the race to the Flash branch,feat,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,3fa72363b88c6c0eab7f981daa8caf68d186e6ec,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-fault-repro,luna/fault-repro-20260826,a32c4a183393386a575b7b3bdbd1aa83f3a1194e,origin/luna/fault-repro-20260826,0/0,clean,MoonCaves,2026-08-26T15:54:08+08:00,test(index): reproduce post-merge consolidate retry,luna,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,e4b76951407de74010be4ac24252e716e7f72165,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-fence,work/luna-fence,91741a09de5472fa73a8cbf33ebfd67e3c06046d,origin/main,16/0,clean,MoonCaves,2026-08-26T05:12:54+08:00,index: fence the consolidated store against concurrent writers (#4),work,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,91741a09de5472fa73a8cbf33ebfd67e3c06046d,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-floor121,fix/luna-floor121,e863b61d47a0d683944b1905b7eb1cff2aaf5ae0,UNCERTAIN,538/247 vs base,clean,MoonCaves,2026-08-25T19:25:46+08:00,cli: keep tag-floor sweep argumentless,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-fresh,work/luna-fresh,4b4d94d4b04b596917ca24f62f28ff4d6c9b5137,origin/main,16/0,clean,MoonCaves,2026-08-26T05:16:42+08:00,index+cli: stamp per-project freshness watermarks; fix false staleness (#3),work,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,4b4d94d4b04b596917ca24f62f28ff4d6c9b5137,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-goskill2,fix/luna-goskill2,8092528252d435773463078858e2c17350fe4816,UNCERTAIN,538/246 vs base,clean,MoonCaves,2026-08-25T19:08:20+08:00,docs: add second Go standards audit wave,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-params,fix/luna-params,a9d65e3270b71ca69fd35918fabe01d0f66c61ae,UNCERTAIN,538/246 vs base,clean,MoonCaves,2026-08-25T19:07:06+08:00,refactor index parameter lists,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-phase-timing,luna/phase-timing-20260826,fc7cfdea89f8c1bdcf83a380dd9e0568e2418618,origin/luna/phase-timing-20260826,0/0,clean,MoonCaves,2026-08-26T15:56:41+08:00,fix(index): complete fold phase timing,luna,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,a4e1a67aba368283548a9078f86def813b5c9542,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-prewarm-atomic,luna/prewarm-atomic-20260826,71067bda7bdff81004b19598f5a80fb8da245ab0,origin/luna/prewarm-atomic-20260826,0/0,clean,MoonCaves,2026-08-26T15:32:28+08:00,fix: atomically publish prewarm cache,luna,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,a4e1a67aba368283548a9078f86def813b5c9542,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-prewarm-ponytail,luna/prewarm-ponytail-20260826,e187834167b286a938359fafb5020535887f679e,origin/luna/prewarm-ponytail-20260826,0/0,clean,MoonCaves,2026-08-26T15:23:58+08:00,refactor: simplify prewarm refresh flow,luna,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,118f7cda1b52a381aacd75d620aef2fa5b4b824e,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-proto,work/luna-proto,5a6f6f15cb98a22a8e159be4cc94de421e236ae1,origin/main,16/0,clean,MoonCaves,2026-08-26T05:22:18+08:00,agentproto: apply the ponytail-review findings on FINDINGS.md,work,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,5a6f6f15cb98a22a8e159be4cc94de421e236ae1,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-prune-fastfollow,luna/prune-fastfollow-20260826,cc6b4cd82911104356d61d05bbc930bf35a10255,origin/luna/prune-fastfollow-20260826,0/0,clean,MoonCaves,2026-08-26T15:20:14+08:00,fix(index): defer refresh pruning to ensure,luna,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,118f7cda1b52a381aacd75d620aef2fa5b4b824e,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-routine,fix/routine-verdict-wipe,6643ae25f7c5d46b227be70d68a9ea68e9e56e54,UNCERTAIN,66/0 vs base,clean,MoonCaves,2026-08-26T04:34:56+08:00,fix(tag): routine verdict no longer wipes topic segments; unshadow floor-source read (rescue commit),fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,6643ae25f7c5d46b227be70d68a9ea68e9e56e54,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-segorder,fix/segment-order-validation,65b7832fec3f29eb5583db64d3ece0b694fd3b08,UNCERTAIN,66/0 vs base,clean,MoonCaves,2026-08-26T04:36:03+08:00,test(tag): pin the out-of-order segment rejection (verified negative),fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,65b7832fec3f29eb5583db64d3ece0b694fd3b08,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-skills-hooks,luna/skills-hookwiring-20260826,6b37f40f1ac7e8b8b7e898ed928fe0748fcfedfe,UNCERTAIN,32/3 vs base,clean,MoonCaves,2026-08-26T15:41:39+08:00,refactor(setup): extract installRawclawHookWith and ejectRawclawHookWith helpers,luna,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,118f7cda1b52a381aacd75d620aef2fa5b4b824e,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-skills-locate,luna/skills-locate-guarded-20260826,d82d9de0d7f65b5fc9a5efec972c5857501884d5,UNCERTAIN,32/4 vs base,clean,MoonCaves,2026-08-26T15:33:41+08:00,refactor(cli): deduplicate segment range resolution and simplify routine verdict write,luna,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,118f7cda1b52a381aacd75d620aef2fa5b4b824e,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-skills-prewarm,luna/skills-cmd-prewarm-20260826,cc404551a32e426f14b6ccd0c5e70772e61699c4,UNCERTAIN,32/2 vs base,clean,MoonCaves,2026-08-26T15:28:45+08:00,refactor(cli): simplify cmd_prewarm using ponytail review ladder,luna,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,118f7cda1b52a381aacd75d620aef2fa5b4b824e,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-skills-tombstone,luna/skills-tombstone-20260826,2578f1d78828c30fb8b3f49dd829a3c650ac09f4,UNCERTAIN,32/2 vs base,clean,MoonCaves,2026-08-26T15:31:33+08:00,refactor(index): deduplicate vault metadata construction and merge rebuild guards,luna,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,118f7cda1b52a381aacd75d620aef2fa5b4b824e,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-w2f1,fix/luna-w2f1,0bf893618f0c68266be21d62e1212ac37c14cf65,UNCERTAIN,538/279 vs base,clean,MoonCaves,2026-08-25T20:05:38+08:00,fix(index): atomically swap rebuilt store,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-w2f3,fix/luna-w2f3,eb77b605f9938c22940d4ee52fb85eb6bcbb07d0,UNCERTAIN,538/279 vs base,clean,MoonCaves,2026-08-25T19:55:00+08:00,fix(index): surface freshness check errors,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-luna-w2f45,fix/luna-w2f45,2f199e913964fee442a7a19b81ba98a72f608cbb,UNCERTAIN,538/280 vs base,clean,MoonCaves,2026-08-25T20:05:21+08:00,fix(ingest): report adapter discovery failures,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-modernize,audit/modernize-scan,523a38365ffa629af84f708cfb919ddadd5ced64,UNCERTAIN,195/3 vs base,clean,MoonCaves,2026-08-26T02:03:15+08:00,docs: replace local skill path with the skill's public name,audit,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,43cb92fd39ac41c7365bf75badc500052b2c6a83,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-orphans,fix/orphans,a215e77662864a4c836a460e31326aecc8add07f,UNCERTAIN,538/118 vs base,clean,MoonCaves,2026-08-25T15:21:09+08:00,docs(design): add design note on retired-machine session deletion (#208),fix,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-params-index,fix/params-index,1d0b46fc200ff160145fe8af8b36bf9f6ee7e32f,UNCERTAIN,538/246 vs base,clean,MoonCaves,2026-08-25T21:04:38+08:00,"wip(rescue): committed by supervisor, worker could not commit",fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-ponyaudit,audit/ponytail-day1,5a3cb5c75134d5f70847b5d692b7c6889335b23d,UNCERTAIN,194/0 vs base,clean,MoonCaves,2026-08-26T00:39:04+08:00,docs(audit): add ponytail code-reduction audit findings (20260826),audit,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,5a3cb5c75134d5f70847b5d692b7c6889335b23d,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-pr35-dupl-fix,fix/pr35-connect-bench-dupl,a33ab023eae0ca324956a66cf17b7ffa5b16c39d,origin/integrate/tagwrite-closeout-wave1,0/0,clean,MoonCaves,2026-08-26T20:06:20+08:00,refactor(store): share connection benchmark matrix,fix,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-wt-pr35-vs-pr40-audit,worker/pr35-vs-pr40-containment-audit-20260827,3bebb5f473c3eef796b206a2b2f4e6e4969045e7,origin/worker/pr35-vs-pr40-containment-audit-20260827,0/0,clean,MoonCaves,2026-08-27T12:14:10+08:00,docs: PR35 vs PR40 containment audit — REJECT exact-containment claim,worker,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;PR35_VS_PR40_CONTAINMENT_AUDIT.md;README.md;ROADMAP.md,0d1da19c4c21961b86cb3ca84ed047d941c83ed3,same-base
attached-worktree,/Users/jay-m4/code/rawclaw-wt-purge,fix/purge-propagation,41686643d24dfd69663b04fc2039c65bd0a5f08f,UNCERTAIN,538/170 vs base,clean,MoonCaves,2026-08-25T17:57:04+08:00,fix(consolidated): a merged session learns when a contributing source is purged,fix,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-readers-one-store,feat/readers-one-store,f51778df163470c6315c97d5ca66c6a05d95a8a7,UNCERTAIN,538/21 vs base,clean,MoonCaves,2026-08-06T21:43:24+08:00,"index: match sql.ErrNoRows with errors.Is, and report a real read fault",feat,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-readme,docs/sovereign-readme-draft,353e1849a0817baeb4e4a785b1f74b9fb6f6ff20,origin/docs/sovereign-readme-draft,0/0,clean,MoonCaves,2026-07-21T02:22:29+08:00,docs: lead with agent-native recall benefits,docs,absent,AGENTS.md;CHANGELOG.md;CLAUDE.md;CONTRIBUTING.md;README.md;ROADMAP.md,cdab2a5a4f56aa38e3b95c65f23d90d8088db3ee,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-refreshleak,fix/refresh-cache-leak,e9c52dc13501d083008a30d875a68a67f5de51ae,UNCERTAIN,193/0 vs base,clean,MoonCaves,2026-08-26T01:41:57+08:00,style(index): drop unused removeRefreshDB helper (re-add when the rebuild writer fence lands),fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,e9c52dc13501d083008a30d875a68a67f5de51ae,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-registry-race,fix/registry-race,965966db16185e6135db6f4f1f4bc17c7dc53cca,UNCERTAIN,538/118 vs base,clean,MoonCaves,2026-08-25T14:21:31+08:00,source: fix data race on package registry and avoid callback deadlock,fix,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-remove-cross-session-tagging,codex/remove-cross-session-tagging,be797bfd4dbdbe821072b97841f5abbf3fa309b9,origin/codex/remove-cross-session-tagging,UNCERTAIN,clean,MoonCaves,2026-07-23T09:27:33+08:00,setup: teach background self-tagging at closeout,codex,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,90dbbc9287fa92160c84664f6fface92df27375b,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-rename,rename/only-copy-since,8e552e56b5333eef55b4b928e2da0d296652c243,origin/main,154/0,clean,MoonCaves,2026-08-25T23:51:09+08:00,"rename: finish only_copy_since across cli, view, retrieve, semantic and tests",rename,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,8e552e56b5333eef55b4b928e2da0d296652c243,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-restore-green-ci,fix/restore-green-ci,4353141fef47c3401f51976622b662d919eca205,origin/fix/restore-green-ci,UNCERTAIN,clean,MoonCaves,2026-08-21T16:57:58+08:00,ci: update golangci-lint for Go 1.27,fix,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-retention-err,fix/retention-err,64cfb418f66c9ba6c015cabb89c4a3dc9e40cb8a,UNCERTAIN,538/213 vs base,clean,MoonCaves,2026-08-25T18:10:33+08:00,Merge branch 'agy/7-hook-bg-ingest',fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-review,review/post-12b9c98,e944ce15043efea5c98ed018a27cf4f6ff2e6e8d,UNCERTAIN,538/284 vs base,clean,MoonCaves,2026-08-25T20:12:24+08:00,docs: record review verification outcome,review,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-review-fixes,fix/review-findings,2251eb16ae8c75f93df31cf22c7967557d7c2345,UNCERTAIN,538/123 vs base,clean,MoonCaves,2026-08-25T14:18:42+08:00,"test(cli): isolate XDG_CONFIG_HOME, GOOSE_HOME, and CODEX_HOME in journey tests",fix,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-rf-archive,refactor/rf-archive,85e2cb302ccfcbe7048e876e5bfcdb75c0a1f73d,origin/refactor/rf-archive,0/0,clean,MoonCaves,2026-08-26T02:45:31+08:00,"fix(archive): restore original stamp writing semantics across push, pull, and tag ingest",refactor,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,85e2cb302ccfcbe7048e876e5bfcdb75c0a1f73d,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-rf-audit,audit/ponytail-mylane,6fc0d928f81fdc64dec447ebdf9f18eb83c8e6c4,origin/main,151/1,clean,MoonCaves,2026-08-26T01:43:37+08:00,docs: add ponytail audit report for consolidation and retention lane,audit,.agent-mailbox,AGENTS.md;AUDIT-PONYTAIL.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,43cb92fd39ac41c7365bf75badc500052b2c6a83,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-rf-cli,refactor/rf-cli,014562bf570b63f5470f495aa094aec099205e26,origin/refactor/rf-cli,0/0,clean,MoonCaves,2026-08-26T02:44:25+08:00,fix(cli): restore independent lenient probing for timeout and reindex-vectors,refactor,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,014562bf570b63f5470f495aa094aec099205e26,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-rf-scopes,refactor/rf-scopes,cf300d83d9a2ab816ad111d2d1572ec296359e8e,origin/refactor/rf-scopes,0/0,clean,MoonCaves,2026-08-26T02:43:08+08:00,docs: document accepted deviations and rulings in FINDINGS.md,refactor,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,cf300d83d9a2ab816ad111d2d1572ec296359e8e,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-rf-semantic,refactor/rf-semantic,b4942f487b7f218ceb6ba16d767d970f3ef5a507,origin/refactor/rf-semantic,0/0,clean,MoonCaves,2026-08-26T02:43:27+08:00,docs(semantic): document accepted deviation for cmp.Compare NaN ordering,refactor,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,b4942f487b7f218ceb6ba16d767d970f3ef5a507,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-rf-sources,refactor/rf-sources,b87e4cd34c5c5114ae1eeee39f76717a477015c5,origin/refactor/rf-sources,0/0,clean,MoonCaves,2026-08-26T02:51:48+08:00,docs: update FINDINGS.md with honest categorization of behavioral regressions and accepted slimming,refactor,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,b87e4cd34c5c5114ae1eeee39f76717a477015c5,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-rf-view,refactor/rf-view,287ef489ddebc9a5af362e0ce5ac4ff56d107e7a,origin/refactor/rf-view,0/0,clean,MoonCaves,2026-08-26T02:43:29+08:00,"docs: update FINDINGS.md with review rulings, restorations, and scoring",refactor,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;FINDINGS.md;README.md;ROADMAP.md,287ef489ddebc9a5af362e0ce5ac4ff56d107e7a,ancestor
attached-worktree,/Users/jay-m4/code/rawclaw-wt-routine,fix/triage-routine-verdict,f2de97de32cd72ba25b717e54912f9a00213ee02,UNCERTAIN,538/168 vs base,clean,MoonCaves,2026-08-25T16:31:08+08:00,render: surface visible routine marker and ScoreExplain tier breakdown,fix,absent,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
attached-worktree,/Users/jay-m4/code/rawclaw-wt-rv-h1,fix/rv-h1,0dc36f470e15c27b4761416c474beb64d3659ffc,UNCERTAIN,538/294 vs base,clean,MoonCaves,2026-08-25T21:36:24+08:00,fix(index): rebuild exact full-path provenance before pruning reconciled basename rows,fix,.agent-mailbox,AGENTS.md;CHANGELOG.md;CONTRIBUTING.md;README.md;ROADMAP.md,03451f3a38f40c38bfed4fcf12c92f29ecd54071,diverged
